target positions:
1.156742 3.975226 1.006859 
1.54117 3.949619 1.077635 
1.852067 3.926062 0.6750317 
1.800014 3.989325 0.3373988 
1.723351 3.956006 0.05621958 
1.449863 3.889591 -0.1284504 
1.157812 3.834401 -0.2201922 
result visibles:
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
True
True
False
False
False
False
False
True
True
True
False
False
False
True
True
True
False
False
False
False
False
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
False
False
False
True
True
True
False
